Reference;Name;Category;Short description;Size;Color;Structure;Price/UAH;Price/RUB;Price/USD;URL;Images;
KF-1561A;Кофта "Amanda" KF-1561A;Кофты;Рост модели на фото - 170 смДлина по спинке - 62 смДлина рукава - 60 смПо бокам две молнии, сзади молния по всей длине спинки и капюшона 110 см;42,44,46,48;темно-синий;двунитка на меху;361;930;16.7;https://niko-opt.com/kofty/1805-kofta-amanda-kf-1561a.html;http://niko-opt.com/6336-large_default/kofta-amanda-kf-1561a.jpg,http://niko-opt.com/6337-large_default/kofta-amanda-kf-1561a.jpg;
KF-1561B;Кофта "Amanda" KF-1561B;Кофты;Рост модели на фото - 170 смДлина по спинке - 62 смДлина рукава - 60 смПо бокам две молнии, сзади молния по всей длине спинки и капюшона 110 см;42,44,46,48;темно-зеленый;двунитка на меху;361;930;16.7;https://niko-opt.com/kofty/1806-kofta-amanda-kf-1561b.html;http://niko-opt.com/6338-large_default/kofta-amanda-kf-1561b.jpg,http://niko-opt.com/6339-large_default/kofta-amanda-kf-1561b.jpg,http://niko-opt.com/6340-large_default/kofta-amanda-kf-1561b.jpg;
KF-1561C;Кофта "Amanda" KF-1561C;Кофты;Рост модели на фото - 170 смДлина по спинке - 62 смДлина рукава - 60 смПо бокам две молнии, сзади молния по всей длине спинки и капюшона 110 см;42,44,46,48;темно-бордовый;двунитка на меху;361;930;16.7;https://niko-opt.com/kofty/1807-kofta-amanda-kf-1561c.html;http://niko-opt.com/6341-large_default/kofta-amanda-kf-1561c.jpg,http://niko-opt.com/6342-large_default/kofta-amanda-kf-1561c.jpg,http://niko-opt.com/6343-large_default/kofta-amanda-kf-1561c.jpg;
KF-1440A;Кофта "Brook" KF-1440A;Кофты;Элегантная кофта "Brook" выполнена из темно-синей хлопковой ткани. Эта ткань натуральная, отлично пропускает воздух, впитывает влагу, и не позволяет создать парниковый эффект. Рукав кофты средний, украшен принтованными полосками. По бокам два глубоких внутренних кармана, длина кофты прикрывает бедра. Уникальным в этом изделии является горловина, имеющая свободный крой и провисающая вниз, красиво открывая шею. Пора блистать в новой кофте "Brook"!Длина по спинке - 70 смДлина рукава от плеча - 44 см;42,44,46;темно-синий;хлопок;237;634;11.3;https://niko-opt.com/kofty/1302-kofta-brook-kf-1440a.html;http://niko-opt.com/4958-large_default/kofta-brook-kf-1440a.jpg,http://niko-opt.com/4959-large_default/kofta-brook-kf-1440a.jpg;
KF-1440B;Кофта "Brook" KF-1440B;Кофты;Яркая и красивая кофта "Brook" сочетает в себе элегантный и спортивный стиль. Модель выполнена из коттона, это плотный натуральный хлопок, который хорошо показал себя в ежедневной носке. Модель можно стирать обычным способом в машинке, гладить при обычном температурном режиме. Рукав кофты — средний, украшен принтованными полосками, которые встречены внутрь рукава и наружу, слегка приподнимая его. Длина изделия позволяет прикрыть бедра, по бокам два больших внутренних кармана. Отличный наряд на каждый день 3 модная кофта "Brook".Длина по спинке - 70 смДлина рукава от плеча - 44 см;42,44,46;красный;хлопок;237;634;11.3;https://niko-opt.com/kofty/1301-kofta-brook-kf-1440b.html;http://niko-opt.com/4955-large_default/kofta-brook-kf-1440b.jpg,http://niko-opt.com/4956-large_default/kofta-brook-kf-1440b.jpg,http://niko-opt.com/4957-large_default/kofta-brook-kf-1440b.jpg;
KF-1440C;Кофта "Brook" KF-1440C;Кофты;Кофта "Brook" цвета электрик отлично сидит как на худеньких девушках, так и тех, кто хочет скрыть имеющиеся недостатки фигуры. Модель сочетает в себе классический и спортивный стиль, интересно выполнена горловина, провисающая к декольте. По бокам кофты два глубоких кармана, напоминающие карманы из кофты-худи. Легко ухаживать за изделием, так как оно выполнено из хлопка. На поверхности ткани после стирки не образовывается катышек, на солнце ткань не выгорает и при взаимодействии с водой не линяет.Длина по спинке - 70 смДлина рукава от плеча - 44 см;42;электрик;хлопок;237;634;11.3;https://niko-opt.com/kofty/1303-kofta-brook-kf-1440c.html;http://niko-opt.com/4960-large_default/kofta-brook-kf-1440c.jpg,http://niko-opt.com/4961-large_default/kofta-brook-kf-1440c.jpg,http://niko-opt.com/4962-large_default/kofta-brook-kf-1440c.jpg;
KF-1440D;Кофта "Brook" KF-1440D;Кофты;Как хочется быть красивой и стильной, соответствовать моде... Мечты должны воплощаться! Красивая кофта "Brook" призвана именно для этого! Модель имеет провисающую горловину, и это можно использовать как вариант для кофты со спущенными плечами. Рукав средний, украшен принтованными полосками, длина кофты прикрывает бедра. По бокам два глубоких кармана для женских мелочей. Ухаживать за изделием из хлопка легко, достаточно машинной стирки при обычном температурном режиме. Пора обновок настала — новая кофта "Brook" уже в продаже!Длина по спинке - 70 смДлина рукава от плеча - 44 см;42,44,46;графит;хлопок;237;634;11.3;https://niko-opt.com/kofty/1304-kofta-brook-kf-1440d.html;http://niko-opt.com/4963-large_default/kofta-brook-kf-1440d.jpg,http://niko-opt.com/4964-large_default/kofta-brook-kf-1440d.jpg;
KF-1440E;Кофта "Brook" KF-1440E;Кофты;Повседневный стиль является самым востребованным в мире моды, но красивой быть хочется всегда. Именно для этого мы создали кофту "Brook", стильную, спортивного вида, которую можно носить каждый день, и выглядеть при этом элегантно! Рукав средний, длина кофты прикрывает бедра, а горловина эффектно провисает, заставляя все взоры обратить на ваше декольте. Отлично поддается изделие уходу, ведь создано оно из хлопка. Материал плотный, практичный, не линяет и не выцветает, а главная проблема — катышки — даже не будет беспокоить вас!Длина по спинке - 70 смДлина рукава от плеча - 44 см;42,44,46;меланж;хлопок;237;634;11.3;https://niko-opt.com/kofty/1305-kofta-brook-kf-1440e.html;http://niko-opt.com/4965-large_default/kofta-brook-kf-1440e.jpg,http://niko-opt.com/4966-large_default/kofta-brook-kf-1440e.jpg,http://niko-opt.com/4967-large_default/kofta-brook-kf-1440e.jpg;
KF-1440F;Кофта "Brook" KF-1440F;Кофты;Красивая и необычная кофта "Brook" прекрасно будет сочетаться как с джинсами, так и с лосинами. Выполнена модель из хлопка модного цвета марсала, эта ткань удобная и плотная, практически не тянется, и не дает усадки после стирки. Рукав короткий, украшен принтованными полосками, создающими спортивный стиль изделия. По бокам кофты два глубоких кармана для женских мелочей. Интересно выполнена горловина кофты, она спущена так, что ее можно носить в качестве спущенного плеча. Пора порадовать себя обновкой!Длина по спинке - 70 смДлина рукава от плеча - 44 см;42,44;марсала;хлопок;237;634;11.3;https://niko-opt.com/kofty/1306-kofta-brook-kf-1440f.html;http://niko-opt.com/4968-large_default/kofta-brook-kf-1440f.jpg,http://niko-opt.com/4969-large_default/kofta-brook-kf-1440f.jpg;
KF-1440G;Кофта "Brook" KF-1440G;Кофты;Стильная и элегантная кофта "Brook" позволит вам создать очаровательный образ и быть на высоте каждый день! Черный, классический цвет, подойдет для любого мероприятия, и скроет существующие недостатки фигуры. Модель выполнена из натуральной хлопковой ткани, она плотная и приятная на ощупь, отлично садится по фигуре, практически не тянется. Отличной новостью для модниц станет то, что на поверхности ткани не образовывается катышек! Карманы по бокам изделия довольно глубокие и в них вполне влезет пара женских мелочей! Пора порадовать себя новинкой — стильной спортивной кофтой "Brook"!Длина по спинке - 70 смДлина рукава от плеча - 44 см;42,44,46,48;черный;хлопок;237;634;11.3;https://niko-opt.com/kofty/1307-kofta-brook-kf-1440g.html;http://niko-opt.com/4970-large_default/kofta-brook-kf-1440g.jpg,http://niko-opt.com/4971-large_default/kofta-brook-kf-1440g.jpg;
KF-1554A;Кофта "Debora" KF-1554A;Кофты;Рост модели - 170 смДлина по спинке - 56 смДлина рукава - 47 см;42,44,46,48;зеленый+молоко;алекс;204;556;9.87;https://niko-opt.com/kofty/1767-kofta-debora-kf-1554a.html;http://niko-opt.com/6184-large_default/kofta-debora-kf-1554a.jpg,http://niko-opt.com/6185-large_default/kofta-debora-kf-1554a.jpg;
KF-1554B;Кофта "Debora" KF-1554B;Кофты;Рост модели - 170 смДлина по спинке - 56 смДлина рукава - 47 см;42,44,46,48;черный+молоко;алекс;204;556;9.87;https://niko-opt.com/kofty/1768-kofta-debora-kf-1554b.html;http://niko-opt.com/6188-large_default/kofta-debora-kf-1554b.jpg,http://niko-opt.com/6189-large_default/kofta-debora-kf-1554b.jpg,http://niko-opt.com/6190-large_default/kofta-debora-kf-1554b.jpg;
KF-1554C;Кофта "Debora" KF-1554C;Кофты;Рост модели - 170 смДлина по спинке - 56 смДлина рукава - 47 см;42,44,46,48;бордовый+молоко;алекс;204;556;9.87;https://niko-opt.com/kofty/1769-kofta-debora-kf-1554c.html;http://niko-opt.com/6194-large_default/kofta-debora-kf-1554c.jpg,http://niko-opt.com/6195-large_default/kofta-debora-kf-1554c.jpg,http://niko-opt.com/6196-large_default/kofta-debora-kf-1554c.jpg;
KF-1457A;Кофта "Geneva" KF-1457A;Кофты;Длина по спинке: 56 см;42,46,48;черный;французский трикотаж, экокожа;202;551;9.78;https://niko-opt.com/kofty/1419-kofta-geneva-kf-1457a.html;http://niko-opt.com/5265-large_default/kofta-geneva-kf-1457a.jpg,http://niko-opt.com/5266-large_default/kofta-geneva-kf-1457a.jpg;
KF-1457B;Кофта "Geneva" KF-1457B;Кофты;Длина по спинке: 56 см;42,44,46,48;красный;французский трикотаж, экокожа;202;551;9.78;https://niko-opt.com/kofty/1417-kofta-geneva-kf-1457b.html;http://niko-opt.com/5261-large_default/kofta-geneva-kf-1457b.jpg,http://niko-opt.com/5262-large_default/kofta-geneva-kf-1457b.jpg;
KF-1457C;Кофта "Geneva" KF-1457C;Кофты;Длина по спинке: 56 см;42,44,46,48;электрик;французский трикотаж, экокожа;202;551;9.78;https://niko-opt.com/kofty/1415-kofta-geneva-kf-1457c.html;http://niko-opt.com/5257-large_default/kofta-geneva-kf-1457c.jpg,http://niko-opt.com/5258-large_default/kofta-geneva-kf-1457c.jpg;
KF-1457D;Кофта "Geneva" KF-1457D;Кофты;Длина по спинке: 56 см;42,44,46,48;марсала;французский трикотаж, экокожа;202;551;9.78;https://niko-opt.com/kofty/1413-kofta-geneva-kf-1457d.html;http://niko-opt.com/5252-large_default/kofta-geneva-kf-1457d.jpg,http://niko-opt.com/5253-large_default/kofta-geneva-kf-1457d.jpg,http://niko-opt.com/5254-large_default/kofta-geneva-kf-1457d.jpg;
KF-1556A;Кофта "Leroy" KF-1556A;Кофты;Рост модели - 170 смДлина по спинке - 56 смДлина рукава - 59 см;42,44,46,48;голубой;двунитка;190;522;9.26;https://niko-opt.com/kofty/1761-kofta-leroy-kf-1556a.html;http://niko-opt.com/6150-large_default/kofta-leroy-kf-1556a.jpg,http://niko-opt.com/6151-large_default/kofta-leroy-kf-1556a.jpg,http://niko-opt.com/6152-large_default/kofta-leroy-kf-1556a.jpg;
KF-1556B;Кофта "Leroy" KF-1556B;Кофты;Рост модели - 170 смДлина по спинке - 56 смДлина рукава - 59 см;42,44,46,48;марсала;двунитка;190;522;9.26;https://niko-opt.com/kofty/1773-kofta-leroy-kf-1556b.html;http://niko-opt.com/6218-large_default/kofta-leroy-kf-1556b.jpg,http://niko-opt.com/6219-large_default/kofta-leroy-kf-1556b.jpg,http://niko-opt.com/6220-large_default/kofta-leroy-kf-1556b.jpg;
KF-1556C;Кофта "Leroy" KF-1556C;Кофты;Рост модели - 170 смДлина по спинке- 56 смДлина рукава - 59 см;42,44,46,48;графит;двунитка;190;522;9.26;https://niko-opt.com/kofty/1774-kofta-leroy-kf-1556c.html;http://niko-opt.com/6221-large_default/kofta-leroy-kf-1556c.jpg,http://niko-opt.com/6222-large_default/kofta-leroy-kf-1556c.jpg,http://niko-opt.com/6223-large_default/kofta-leroy-kf-1556c.jpg;
